// ItemIndex	Sub Index	Sub Group	Group	Index	Model Path	Model File	Name	Rank	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Combat Power	Attack Success Rate	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump (Ném được ra ngoài)	Use (S�? dụng)	Transaction	Personal Store	Store Warehouse	Sell to NPC	Expensive Item	Repair	Overlap
1546	10	6	3	10	"Data\Item\"	"spear11.bmd"	"Đại Long Đao"	5	1	7	1	1	92	0	22	2	4	112	140	0	0	35	0	85	0	0	0	0	170	60	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
1547	11	6	3	11	"Data\Item\"	"gamble_scyder01.bmd"	"Vuô?�t Quy??"	7	1	7	1	1	147	0	22	2	4	190	226	0	0	40	0	90	0	0	0	0	152	25	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2048	0	8	4	0	"Data\Item\"	"bow01.bmd"	"Cung Ngă?�n"	1	1	8	1	0	2	1	24	2	3	3	5	0	0	40	0	20	0	0	0	0	20	80	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2049	1	8	4	1	"Data\Item\"	"bow02.bmd"	"Cung"	1	1	8	1	0	8	1	24	2	3	9	13	0	0	40	0	24	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2050	2	8	4	2	"Data\Item\"	"bow03.bmd"	"Cung Tiên Nư??"	1	1	8	1	0	16	1	24	2	3	17	24	0	0	40	0	28	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2051	3	8	4	3	"Data\Item\"	"bow04.bmd"	"Cung Chiê?�n"	1	1	8	1	0	26	1	24	2	3	28	37	0	0	40	0	36	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2052	4	8	4	4	"Data\Item\"	"bow05.bmd"	"Cung Hô??"	1	1	8	1	0	40	1	24	2	4	42	52	0	0	40	0	43	0	0	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2053	5	8	4	5	"Data\Item\"	"bow06.bmd"	"Cung Bạc"	2	1	8	1	0	56	1	24	2	4	59	71	0	0	50	0	48	0	0	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2054	6	8	4	6	"Data\Item\"	"bow07.bmd"	"Mai Hoa Cung"	3	1	8	7	0	75	1	24	2	4	88	106	0	0	45	0	68	0	0	0	0	40	150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2055	7	8	4	7	"Data\Item\"	"arrows01.bmd"	"Tên No??"	1	1	11	0	0	0	1	0	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	255
2056	8	8	4	8	"Data\Item\"	"Crossbow01.bmd"	"No??"	1	1	9	1	0	4	0	24	2	2	5	8	0	0	50	0	22	0	0	0	0	20	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2057	9	8	4	9	"Data\Item\"	"Crossbow02.bmd"	"No?? Va??ng"	1	1	9	1	0	12	0	24	2	2	13	19	0	0	50	0	26	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2058	10	8	4	10	"Data\Item\"	"Crossbow03.bmd"	"No?? The?�p"	1	1	9	1	0	20	0	24	2	2	22	30	0	0	50	0	31	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2059	11	8	4	11	"Data\Item\"	"Crossbow04.bmd"	"No?? A?�nh Sa?�ng"	1	1	9	1	0	32	0	24	2	3	35	44	0	0	50	0	40	0	0	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2060	12	8	4	12	"Data\Item\"	"Crossbow05.bmd"	"No?? Ră?�n"	2	1	9	1	0	48	0	24	2	3	50	61	0	0	50	0	45	0	0	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2061	13	8	4	13	"Data\Item\"	"Crossbow06.bmd"	"No?? Thiên Thanh"	2	1	9	1	0	68	0	24	2	3	68	82	0	0	50	0	56	0	0	0	0	40	110	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2062	14	8	4	14	"Data\Item\"	"Crossbow07.bmd"	"No?? Kim Ngân"	2	1	9	1	0	72	0	24	2	3	78	92	0	0	40	0	60	0	0	0	0	50	130	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2063	15	8	4	15	"Data\Item\"	"arrows02.bmd"	"Cung Tên"	1	1	10	0	0	0	0	0	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	255
2064	16	8	4	16	"Data\Item\"	"Crossbow17.bmd"	"No?? Tha?�nh"	6	1	9	1	0	84	0	24	2	4	127	155	0	0	45	0	72	0	0	0	0	50	160	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2065	17	8	4	17	"Data\Item\"	"bow18.bmd"	"Cung Thiên Mệnh"	5	1	8	1	0	92	1	24	2	4	102	127	0	0	45	0	76	0	0	0	0	54	198	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2066	18	8	4	18	"Data\Item\"	"bow19.bmd"	"N�? Hỏa Long"	8	1	9	6	0	100	0	24	2	3	224	246	0	0	55	0	200	0	0	0	0	40	110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2067	19	8	4	19	"Data\Item\"	"Crossbow20.bmd"	"N�? Thánh N�?"	7	1	9	1	0	100	0	24	2	3	150	172	0	0	50	0	80	0	0	0	0	61	285	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2068	20	8	4	20	"Data\Item\"	"bow20.bmd"	"My?? Nhân Cung"	7	1	8	1	0	135	1	24	2	4	166	190	0	0	55	0	86	0	0	0	0	52	245	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2069	21	8	4	21	"Data\Item\"	"HDK_Bow.bmd"	"Cung Cuô??ng Phong"	10	1	8	3	0	147	1	24	2	4	177	200	0	0	55	0	93	0	0	0	0	46	210	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2070	22	8	4	22	"Data\Item\"	"CW_Bow.bmd"	"Cung Ha?�i Âu"	6	1	8	1	0	110	1	24	2	4	155	177	0	0	55	0	70	0	0	0	0	60	265	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2071	23	8	4	23	"Data\Item\"	"Bow_24.bmd"	"Cung Hă?�c Sa?�t"	11	1	8	2	0	134	1	24	2	4	162	184	0	0	55	0	80	0	0	0	0	32	209	0	0	0	380	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2072	24	8	4	24	"Data\Item\"	"gamblebow.bmd"	"Cung Thâ??n Ưng"	11	1	8	1	0	147	1	24	2	4	170	194	0	0	55	0	88	0	0	0	0	49	226	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2078	30	8	4	30	"Data\Item\"	"absolute_gunbow.bmd"	"N�? Hỏa Long (Cấp 2)"	9	1	9	8	0	200	0	24	2	3	345	380	0	0	55	0	200	0	0	0	0	40	70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2560	0	10	5	0	"Data\Item\"	"staff01.bmd"	"Gậy Xương"	1	1	12	1	0	6	0	0	1	3	3	4	0	0	20	0	0	20	6	0	0	40	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2561	1	10	5	1	"Data\Item\"	"staff02.bmd"	"Gậy Tiên"	1	1	12	1	1	18	0	0	2	3	10	12	0	0	25	0	0	38	20	0	0	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2562	2	10	5	2	"Data\Item\"	"staff03.bmd"	"Gậy Rắn"	1	1	12	1	1	30	0	0	2	3	17	18	0	0	25	0	0	50	34	0	0	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2563	3	10	5	3	"Data\Item\"	"staff04.bmd"	"Gậy Sét"	2	1	12	1	1	42	0	0	2	4	23	25	0	0	25	0	0	60	46	0	0	40	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2564	4	10	5	4	"Data\Item\"	"staff05.bmd"	"Gậy Đầu Lâu"	2	1	12	1	1	52	0	0	2	4	29	32	0	0	25	0	0	65	58	0	0	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2565	5	10	5	5	"Data\Item\"	"staff06.bmd"	"Gậy Ma Thuật"	3	1	12	1	0	59	0	0	1	4	29	31	0	0	25	0	0	66	59	0	0	50	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2566	6	10	5	6	"Data\Item\"	"staff07.bmd"	"Gậy Phục Sinh"	3	1	12	1	0	70	0	0	1	4	35	39	0	0	25	0	0	70	70	0	0	60	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2567	7	10	5	7	"Data\Item\"	"staff08.bmd"	"Gậy Lôi Phong"	4	1	12	7	1	75	0	0	2	4	47	48	0	0	30	0	0	70	94	0	0	60	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2568	8	10	5	8	"Data\Item\"	"staff09.bmd"	"Gậy Hủy Diệt"	4	1	12	1	1	90	0	0	2	4	50	54	0	0	30	0	0	85	101	0	0	60	10	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2569	9	10	5	9	"Data\Item\"	"staff10.bmd"	"Gậy Triệu Hồn"	5	1	12	1	0	100	0	0	1	4	46	48	0	0	30	0	0	91	92	0	0	52	16	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2570	10	10	5	10	"Data\Item\"	"staff11.bmd"	"Gậy Hỏa Long"	8	1	12	6	0	104	0	0	1	4	153	165	0	0	30	0	0	182	156	0	0	36	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2571	11	10	5	11	"Data\Item\"	"staff12.bmd"	"Gậy KunDun"	6	1	12	1	0	140	0	0	1	4	55	61	0	0	30	0	0	95	110	0	0	45	16	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2572	12	10	5	12	"Data\Item\"	"HDK_Staff.bmd"	"Gậy Thần Ma"	10	1	12	3	0	147	0	0	1	4	66	74	0	0	30	0	0	100	130	0	0	39	13	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2573	13	10	5	13	"Data\Item\"	"CW_Staff.bmd"	"Gậy Thiên S�?"	7	1	12	1	0	110	0	0	1	4	51	53	0	0	30	0	0	78	120	0	0	50	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2574	14	10	5	14	"Data\Item\"	"staff15.bmd"	"Gậy Phép Thuật"	1	1	13	1	0	28	0	0	1	4	17	18	0	0	25	0	0	50	34	0	0	34	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2575	15	10	5	15	"Data\Item\"	"staff16.bmd"	"Gậy Gió"	2	1	13	1	0	42	0	0	1	4	23	25	0	0	25	0	0	60	46	0	0	33	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2576	16	10	5	16	"Data\Item\"	"staff17.bmd"	"Gậy Triệu Hồi"	4	1	13	1	0	59	0	0	1	4	29	31	0	0	25	0	0	65	59	0	0	36	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2577	17	10	5	17	"Data\Item\"	"staff18.bmd"	"Gậy Ánh Bạc"	5	1	13	1	0	78	0	0	1	4	38	40	0	0	25	0	0	81	76	0	0	50	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2578	18	10	5	18	"Data\Item\"	"staff19.bmd"	"Khuyển Xích Qu�?"	6	1	13	1	0	100	0	0	1	4	46	48	0	0	30	0	0	91	92	0	0	54	15	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2579	19	10	5	19	"Data\Item\"	"staff20.bmd"	"Khuyển Bão Điện"	10	1	13	3	0	110	0	0	1	4	51	53	0	0	30	0	0	95	110	0	0	64	15	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2580	20	10	5	20	"Data\Item\"	"staff21.bmd"	"Gậy N�? Vương"	11	1	13	2	0	147	0	0	1	4	66	74	0	0	30	0	0	100	106	0	0	57	13	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2581	21	10	5	21	"Data\Item\"	"Book_of_Sahamutt.bmd"	"Sách Hỏa K�? Lân"	3	1	14	1	0	52	1	0	1	2	0	0	0	0	25	0	0	60	46	0	0	0	20	135	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2582	22	10	5	22	"Data\Item\"	"Book_of_Neil.bmd"	"Sách Qu�? Kiếm"	4	1	14	1	0	59	1	0	1	2	0	0	0	0	25	0	0	65	59	0	0	0	25	168	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2583	23	10	5	23	"Data\Item\"	"Book_of_Rargle.bmd"	"Sách Ma Công"	5	1	14	1	0	65	1	0	1	2	0	0	0	0	25	0	0	50	72	0	0	0	30	201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2590	30	10	5	30	"Data\Item\"	"Staff_31.bmd"	"Gậy Giác Đấu"	11	1	12	2	0	138	0	0	1	4	57	59	0	0	30	0	0	91	126	0	0	47	18	0	0	0	380	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2591	31	10	5	31	"Data\Item\"	"Staff_32.bmd"	"Gậy Qu�? Vương"	11	1	12	2	0	137	0	0	1	4	57	61	0	0	30	0	0	182	124	0	0	48	14	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2592	32	10	5	32	"Data\Item\"	"summonsprit.bmd"	"Gậy Chiêm Tinh"	11	1	13	2	0	149	0	0	1	4	59	61	0	0	30	0	0	130	176	0	0	56	14	0	0	0	400	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2593	33	10	5	33	"Data\Item\"	"gamble_wand.bmd"	"Gậy Mãng Xà"	7	1	12	1	0	147	0	0	1	4	55	57	0	0	30	0	0	78	124	0	0	50	12	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2594	34	10	5	34	"Data\Item\"	"gamble_stick.bmd"	"Gậy Hồng Ngọc"	7	1	13	1	0	147	0	0	1	4	70	78	0	0	30	0	0	98	130	0	0	50	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
2595	35	10	5	35	"Data\Item\"	"MiracleStaff.bmd"	"Gậy Thâ??n Ky??"	11	1	12	2	0	149	0	0	1	4	67	69	0	0	30	0	0	80	130	0	0	46	13	0	0	0	400	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2596	36	10	5	36	"Data\Item\"	"Archangelus.bmd"	"Gậy Thiên N�?"	8	1	13	6	0	104	0	0	1	4	153	165	0	0	30	0	0	182	146	0	0	55	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2609	49	10	5	49	"Data\Item\"	"absolute02_staff.bmd"	"Gậy Hỏa Long (Cấp 2)"	9	1	12	8	0	200	0	0	1	4	153	165	0	0	30	0	0	182	189	0	0	30	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
2610	50	10	5	50	"Data\Item\"	"absolute_stick.bmd"	"Gậy Thiên N�? (Cấp 2)"	9	1	13	8	0	200	0	0	1	4	153	165	0	0	30	0	0	182	184	0	0	30	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3072	0	12	6	0	"Data\Item\"	"shield01.bmd"	"Khiên Tròn"	1	3	15	1	0	3	1	0	2	2	0	0	3	1	0	0	22	0	0	0	0	70	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3073	1	12	6	1	"Data\Item\"	"shield02.bmd"	"Khiên Sừng"	2	3	15	1	0	9	1	0	2	2	0	0	9	3	0	0	28	0	0	0	0	100	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3074	2	12	6	2	"Data\Item\"	"shield03.bmd"	"Khiên Diều"	2	3	15	1	0	12	1	0	2	2	0	0	12	4	0	0	32	0	0	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3075	3	12	6	3	"Data\Item\"	"shield04.bmd"	"Khiên Tiên N�?"	1	3	15	1	0	21	1	0	2	2	0	0	21	8	0	0	36	0	0	0	0	30	100	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3076	4	12	6	4	"Data\Item\"	"shield05.bmd"	"Khiên Sắt"	1	3	15	1	0	6	1	18	2	2	0	0	6	2	0	0	24	0	0	0	0	80	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3077	5	12	6	5	"Data\Item\"	"shield06.bmd"	"Khiên Kim Long"	3	3	15	1	0	35	1	18	2	2	0	0	36	10	0	0	44	0	0	0	0	100	40	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3078	6	12	6	6	"Data\Item\"	"shield07.bmd"	"Khiên Xương"	3	3	15	1	0	15	1	18	2	2	0	0	15	5	0	0	34	0	0	0	0	110	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3079	7	12	6	7	"Data\Item\"	"shield08.bmd"	"Khiên Chông"	3	3	15	1	0	30	1	18	2	2	0	0	30	9	0	0	40	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3080	8	12	6	8	"Data\Item\"	"shield09.bmd"	"Khiên Tr�?"	4	3	15	1	0	40	1	18	2	2	0	0	40	11	0	0	46	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3081	9	12	6	9	"Data\Item\"	"shield10.bmd"	"Khiên Gia Huy"	3	3	15	1	0	25	1	18	2	2	0	0	25	8	0	0	38	0	0	0	0	120	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3082	10	12	6	10	"Data\Item\"	"shield11.bmd"	"Khiên Bạc"	3	3	15	1	0	18	1	18	2	2	0	0	18	6	0	0	35	0	0	0	0	120	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3083	11	12	6	11	"Data\Item\"	"shield12.bmd"	"Khiên Xà"	4	3	15	1	0	45	1	18	2	2	0	0	45	12	0	0	48	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3084	12	12	6	12	"Data\Item\"	"shield13.bmd"	"Khiên Ngưu Vương"	4	3	15	1	0	54	1	18	2	2	0	0	54	13	0	0	52	0	0	0	0	140	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3085	13	12	6	13	"Data\Item\"	"shield14.bmd"	"Khiên Hỏa Long"	5	3	15	1	0	60	1	18	2	2	0	0	60	14	0	0	60	0	0	0	0	120	40	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3086	14	12	6	14	"Data\Item\"	"shield15.bmd"	"Khiên Ma Thuật"	4	3	15	1	0	48	1	0	2	3	0	0	48	7	0	0	50	0	0	0	0	90	25	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3087	15	12	6	15	"Data\Item\"	"shield16.bmd"	"Khiên Triệu Hồn"	5	3	15	1	0	74	1	0	2	3	0	0	55	12	0	0	55	0	0	0	0	70	23	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3088	16	12	6	16	"Data\Item\"	"shield17.bmd"	"Khiên Thánh N�?"	5	3	15	1	0	66	1	0	2	2	0	0	28	11	0	0	51	0	0	0	0	30	60	30	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3089	17	12	6	17	"Data\Item\"	"Shield_18.bmd"	"Khiên Vinh Quang"	9	3	15	2	0	104	1	18	2	2	0	0	90	19	0	0	51	0	0	0	0	95	48	0	0	0	380	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3090	18	12	6	18	"Data\Item\"	"Shield_19.bmd"	"Khiên Giác Đấu"	9	3	15	2	0	102	1	18	2	2	0	0	96	20	0	0	51	0	0	0	0	80	61	0	0	0	380	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3091	19	12	6	19	"Data\Item\"	"Shield_20.bmd"	"Khiên Băng Tinh"	9	3	15	2	0	99	1	0	2	2	0	0	58	14	0	0	51	0	0	0	0	26	53	26	0	0	380	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3092	20	12	6	20	"Data\Item\"	"Shield_21.bmd"	"Khiên Bạch Dương"	9	3	15	2	0	106	1	0	2	2	0	0	30	12	0	0	51	0	0	0	0	54	18	0	0	0	380	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3093	21	12	6	21	"Data\Item\"	"crosssheild.bmd"	"Khiên Thập T�?"	9	3	15	1	0	70	1	18	2	2	0	0	75	16	0	0	65	0	0	0	0	140	55	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3094	22	12	6	22	"Data\Item\"	"CrazyWind.bmd"	"Khiên Hoàng Ngọc"	9	3	15	2	0	129	1	18	2	2	0	0	108	36	0	0	90	0	0	0	0	67	56	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3584	0	14	7	0	"Data\Item\"	"HelmMale01.bmd"	"Mũ Đồng"	1	3	16	1	0	16	2	0	2	2	0	0	0	9	0	0	34	0	0	0	0	80	20	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3585	1	14	7	1	"Data\Item\"	"HelmMale02.bmd"	"Mũ Hỏa Long"	4	3	16	1	0	57	2	0	2	2	0	0	0	24	0	0	68	0	0	0	0	120	30	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3586	2	14	7	2	"Data\Item\"	"HelmMale03.bmd"	"Mũ Vải Thô"	1	3	16	1	0	5	2	0	2	2	0	0	0	4	0	0	28	0	0	0	0	20	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3587	3	14	7	3	"Data\Item\"	"HelmMale04.bmd"	"Mũ Ma Thuật"	4	3	16	1	0	50	2	0	2	2	0	0	0	18	0	0	42	0	0	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3588	4	14	7	4	"Data\Item\"	"HelmMale05.bmd"	"Mũ Xương"	2	3	16	1	0	18	2	0	2	2	0	0	0	9	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3589	5	14	7	5	"Data\Item\"	"HelmMale06.bmd"	"Mũ Da"	1	3	16	1	0	6	2	0	2	2	0	0	0	5	0	0	30	0	0	0	0	80	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
